1.128921880104742215e+01,1.144245017188520386e+01,1.173282557783656799e+01,1.202082280048133001e+01,1.206269919233994337e+01,1.199673517935221589e+01,1.193017047225131755e+01,1.182000821969486104e+01,1.168331795890486902e+01,1.172359411082924652e+01,1.149315547257166870e+01,1.126237156823814800e+01
6.384281668528443809e+00,6.601316545195150098e+00,6.849894229351239261e+00,7.062360179504484137e+00,7.140521123582802332e+00,6.914572182651950172e+00,6.799424649156928346e+00,6.896489642505192919e+00,6.961416363768123894e+00,6.968666501104342714e+00,6.759864245957643014e+00,6.468845141254712772e+00
7.160679304388168909e+00,7.233831687444585157e+00,7.387341023852288302e+00,7.865964169485230251e+00,8.057737378891360436e+00,8.141032049510547708e+00,8.097261036773668152e+00,7.985355557765941192e+00,8.061236783948675821e+00,7.745942438093769589e+00,7.540223107127196123e+00,7.331579576179230173e+00
7.933403380305465546e+00,8.046339088862218603e+00,8.429690088606463405e+00,8.901261016250884950e+00,9.332474962000054219e+00,9.439688818013646454e+00,9.429741308238927644e+00,9.413227132363829242e+00,9.270187875536986866e+00,9.167157815305799318e+00,8.549484766635002231e+00,8.021428990880872689e+00
1.141637542793499449e+01,1.120648460565287685e+01,1.133882616213864836e+01,1.136056385180062556e+01,1.159470157689415259e+01,1.172657065218005457e+01,1.186577307757361588e+01,1.186927822245402098e+01,1.169230982051954193e+01,1.161404362752689501e+01,1.144266029060549350e+01,1.160809156799080455e+01
7.197370938151568254e+00,7.215851413988588980e+00,7.281687795364800486e+00,7.437242353983342547e+00,7.655156456409022425e+00,7.533924082830860236e+00,7.398790238860087243e+00,7.396998247686090266e+00,7.418465274095948914e+00,7.494102381771355681e+00,7.453285964134651387e+00,7.299933330909270879e+00
1.168813494950063969e+01,1.178097626254773189e+01,1.199054133469821259e+01,1.221378681526250887e+01,1.236851928167864578e+01,1.242123930910552687e+01,1.233685471145851054e+01,1.246786476612312988e+01,1.250574523941762628e+01,1.236917031582447812e+01,1.201387078341107184e+01,1.171859698574646025e+01
7.173209397658358633e+00,7.177034907219898230e+00,7.177479394755118314e+00,7.239959346069653634e+00,8.315079862243537789e+00,9.464175421806203303e+00,1.022727807973782532e+01,9.854701216632561156e+00,8.930371918220286531e+00,7.575409426957098624e+00,6.954983007722664645e+00,7.100513015904252434e+00
8.395010030927236855e+00,8.472135274342024402e+00,8.733542086940227378e+00,9.047225796526641162e+00,9.483821453002816426e+00,1.010386246882276140e+01,1.010644493683642331e+01,1.006848776236694754e+01,1.002339484737727382e+01,9.426597946873137346e+00,9.036192891673747951e+00,8.700769364032591824e+00
7.933467973597900347e+00,8.000066185452899603e+00,8.027475037288869686e+00,8.041262890810775943e+00,8.004324831768588666e+00,7.931276326611931715e+00,7.786439182797924019e+00,7.832878299171098568e+00,7.887578579293837322e+00,7.803852205863380576e+00,7.930099931955775894e+00,7.978432086968971326e+00
6.855689535388442835e+00,7.089120902230324539e+00,7.322792692866845421e+00,7.553551416336181212e+00,7.929206583615645343e+00,8.362417698179720915e+00,8.603346097000986958e+00,8.633355016808648585e+00,8.206652194596065542e+00,7.436293685224498518e+00,7.048755431024711804e+00,6.844691902485990909e+00
1.572490868837545008e+01,1.588652243682755838e+01,1.587034767187768125e+01,1.555474476693494879e+01,1.543829534351966792e+01,1.526347003675735259e+01,1.505429310689389233e+01,1.498706432623355944e+01,1.478764034453366172e+01,1.495014067944988057e+01,1.487228510447431518e+01,1.508445149943046992e+01
7.709880981896078289e+00,7.853390898415245402e+00,8.005339192313536856e+00,8.577528806354365543e+00,9.005514510685111773e+00,8.939231809168065368e+00,9.348609803303322252e+00,9.357311235965543261e+00,8.919513440788138681e+00,8.668308720072703366e+00,8.525500973026128193e+00,7.795258935473807327e+00
4.883032161791382109e+00,4.898326876535903374e+00,4.882247260370276898e+00,4.995851682334788713e+00,5.132848747920484733e+00,5.263737435684752164e+00,5.304186821606728941e+00,5.279648906571625666e+00,5.213234435204418205e+00,5.166324143431519467e+00,5.083828101236913533e+00,4.934272465137307329e+00
9.189321352231301532e+00,9.443984304916021699e+00,1.019443482815998792e+01,1.073607951735808363e+01,1.121997449940042380e+01,1.146929044381779761e+01,1.129371800431913009e+01,1.141923577728425343e+01,1.136135293180539740e+01,1.061816958833163049e+01,9.811295287386087693e+00,9.398403263962377352e+00
