-0.016397597,-0.0022752213,0.021256963,0.04599096,0.046523053,0.044146292,0.039230112,0.030761203,0.018875232,0.023642171,0.002771135,-0.019133246
-0.056997888,-0.022781232,0.012754832,0.043637387,0.05182831,0.02319051,0.00765745,0.021452034,0.030675586,0.034706738,0.0020798363,-0.04406275
-0.082550965,-0.072617926,-0.051490102,0.010877842,0.032186314,0.04550647,0.041410945,0.028141981,0.036522992,0.00031668012,-0.028664682,-0.059659075
-0.091882996,-0.07788605,-0.032481156,0.021654287,0.063450895,0.080711074,0.081576094,0.08094415,0.06466871,0.058841094,-0.014553273,-0.08257876
-0.0059370673,-0.024483766,-0.012373668,-0.009990529,0.009222125,0.020867655,0.032212704,0.03295539,0.017932832,0.011779822,-0.0028342323,0.01098443
-0.031892918,-0.029122962,-0.020215461,0.0008062687,0.029014304,0.013846536,-0.0036069888,-0.004257451,-0.0013927437,0.010138081,0.0035683298,-0.017718857
-0.03944804,-0.031696726,-0.014666812,0.0038397538,0.0147402575,0.021004345,0.014985233,0.02577618,0.02824372,0.019607598,-0.011210937,-0.037593488
-0.06363488,-0.0626909,-0.06595879,-0.05499858,0.07319569,0.21090055,0.29029107,0.25609094,0.1570157,-0.00046060246,-0.08834592,-0.07551635
-0.09265118,-0.08354008,-0.054215457,-0.017795024,0.02449663,0.092097536,0.093504295,0.09043576,0.085529804,0.029073117,-0.015843824,-0.057659682
-0.02058365,-0.010807161,-0.008117158,-0.006563178,-0.010199552,-0.02021444,-0.038167667,-0.032607727,-0.026020033,-0.036287464,-0.020773007,-0.014466734
-0.10403032,-0.07006464,-0.039642315,-0.0071874387,0.03418056,0.093254134,0.12445684,0.1286636,0.07799552,-0.014853691,-0.07198745,-0.10720605
0.06068472,0.06915533,0.06935386,0.049584664,0.040120486,0.030107128,0.016414227,0.012612225,-0.0006989432,0.009043121,0.0045166747,0.018847924
-0.05703298,-0.038820118,-0.022142345,0.04874326,0.08988138,0.089280665,0.13489775,0.13811056,0.08995734,0.06433488,0.047297724,-0.047714055
-0.05882053,-0.055650376,-0.058718476,-0.03597817,-0.009830062,0.015861966,0.024738021,0.019823277,0.006603207,0.00068492687,-0.017459333,-0.048773814
-0.12622385,-0.09909907,-0.024481108,0.028076958,0.06563452,0.09461439,0.08160541,0.093536824,0.08758467,0.02648972,-0.056851313,-0.10540816
-0.09822987,-0.08661224,-0.022797808,0.057729825,0.066094816,0.050528023,-0.002802932,-0.0135813225,0.022140006,0.056010615,0.015335098,-0.054043993
-0.07933764,-0.06886202,-0.040292587,-0.014363334,0.021566717,0.034307502,0.028210368,0.07403093,0.022652937,-0.0062901494,-0.05018421,-0.08479429
-0.09771904,-0.06393219,-0.0317779,-0.0060787303,0.02975617,0.06503748,0.016940415,0.019297644,0.053302012,0.00054585596,-0.05132691,-0.08255945
0.011924115,0.041259315,0.04870468,0.007710271,-0.0263186,-0.0047269803,0.020583566,0.041687448,0.044061285,0.027478611,0.0057605426,-0.008237745
0.002826533,-0.030390115,-0.025634358,-0.062488124,-0.0054292395,0.04006135,-0.01136102,-0.0019720085,-0.0031128689,0.008829152,0.028848534,0.059241265
-0.12421233,-0.10336659,-0.074046545,-0.032051835,0.05696963,0.13872598,0.15209424,0.14197095,0.07954888,-0.017230375,-0.09174251,-0.12238681
0.007977638,0.0011157866,-0.0031241556,-0.0054119453,-0.00780231,-0.007064427,-0.0032991422,-0.001429534,-0.0012477939,-0.00031396246,0.0071673538,0.015239294
-0.015445387,-0.019042775,-0.024245957,-0.029498696,-0.022614354,0.008137132,0.0202222,0.027094519,0.00044509536,-0.016142981,-0.021696689,-0.015565678
-0.06279619,-0.027361222,-0.034688357,-0.020718891,0.017299412,0.06624999,0.067141555,0.051029176,0.027684147,-0.01665176,-0.039949156,-0.05838795
-0.17941865,-0.15068288,-0.092844784,-0.027736159,0.07231165,0.2014805,0.20649396,0.18255088,0.11088264,-0.03269549,-0.10001058,-0.14518109
-0.05731451,-0.056694772,-0.042423174,0.0072644185,0.04226068,0.016822033,-0.0020299598,-0.0044466318,-0.00078253436,0.020365186,-0.0017518002,-0.035037678
0.0020303417,-0.013676207,-0.026481513,-0.04121825,-0.01770965,-0.0030693004,-0.0045815976,-0.0050460314,-0.0022737584,-0.005513948,0.0029999998,0.02226681
-0.06283715,-0.05390522,-0.019543037,-0.005308698,-2.334549e-05,0.002171735,0.024197998,0.0253231,0.028585741,0.036831886,-0.023337215,-0.051454525
-0.13805777,-0.10407838,-0.06582353,-0.013134653,0.048918348,0.10469144,0.13037731,0.13849069,0.10957508,0.04795953,-0.049333416,-0.11366762
-0.1484233,-0.10557042,-0.06582581,-0.025537783,0.048877522,0.20457259,0.20609845,0.18400095,0.15315501,-0.012174468,-0.051120125,-0.09785459
