AK,62823.1,62823.1,62823.1,64011.2,64011.2,64011.2,64723.7,64723.7,64723.7,65378.8,65378.8,65378.8,66551.3,66551.3,66551.3,67411.6,67411.6,67411.6,68252.1,68252.1,68252.1,69714.9,69714.9,69714.9,71225.0,71225.0,71225.0,72691.6,72691.6,72691.6,73763.4,73763.4,73763.4,74337.8,74337.8,74337.8,75540.8,75540.8,75540.8,75954.9,75954.9,75954.9,76216.3,76216.3,76216.3,77672.3,77672.3,77672.3,78589.2,78589.2,78589.2,80182.7,80182.7,80182.7,81464.3,81464.3,81464.3,82910.8,82910.8,82910.8,84176.5,84176.5,84176.5,84956.8,84956.8,84956.8,85863.7,85863.7,85863.7,86578.4,86578.4,86578.4,87334.6,87334.6,87334.6,89001.0,89001.0,89001.0,89827.9,89827.9,89827.9,90708.7,90708.7,90708.7,92440.9,92440.9,92440.9,93008.3,93008.3,93008.3,94257.0,94257.0,94257.0,95701.2,95701.2,95701.2
AL,12479.2,12479.2,12479.2,12772.1,12772.1,12772.1,12960.5,12960.5,12960.5,13149.2,13149.2,13149.2,13210.8,13210.8,13210.8,13243.2,13243.2,13243.2,13477.7,13477.7,13477.7,13706.5,13706.5,13706.5,14075.2,14075.2,14075.2,14167.6,14167.6,14167.6,14370.9,14370.9,14370.9,14440.1,14440.1,14440.1,14874.8,14874.8,14874.8,14904.1,14904.1,14904.1,15009.8,15009.8,15009.8,15201.5,15201.5,15201.5,15334.4,15334.4,15334.4,15409.4,15409.4,15409.4,15556.4,15556.4,15556.4,15699.3,15699.3,15699.3,15842.4,15842.4,15842.4,15867.6,15867.6,15867.6,15972.2,15972.2,15972.2,16068.6,16068.6,16068.6,16134.9,16134.9,16134.9,16263.6,16263.6,16263.6,16473.8,16473.8,16473.8,16634.1,16634.1,16634.1,16899.7,16899.7,16899.7,17272.9,17272.9,17272.9,17406.9,17406.9,17406.9,17610.6,17610.6,17610.6
AR,62628.2,62628.2,62628.2,63505.4,63505.4,63505.4,64338.0,64338.0,64338.0,64719.3,64719.3,64719.3,66072.2,66072.2,66072.2,66966.4,66966.4,66966.4,67273.2,67273.2,67273.2,68606.5,68606.5,68606.5,69709.3,69709.3,69709.3,71292.1,71292.1,71292.1,72024.9,72024.9,72024.9,73405.6,73405.6,73405.6,75185.6,75185.6,75185.6,76437.8,76437.8,76437.8,77188.9,77188.9,77188.9,78920.7,78920.7,78920.7,81083.1,81083.1,81083.1,83203.8,83203.8,83203.8,85345.0,85345.0,85345.0,87190.5,87190.5,87190.5,89372.3,89372.3,89372.3,90588.6,90588.6,90588.6,92806.5,92806.5,92806.5,94461.8,94461.8,94461.8,96874.8,96874.8,96874.8,98708.2,98708.2,98708.2,100416.3,100416.3,100416.3,101800.6,101800.6,101800.6,104913.8,104913.8,104913.8,106467.2,106467.2,106467.2,108655.7,108655.7,108655.7,111153.2,111153.2,111153.2
AZ,33724.8,33724.8,33724.8,34273.8,34273.8,34273.8,34804.4,34804.4,34804.4,35021.8,35021.8,35021.8,35664.8,35664.8,35664.8,36109.5,36109.5,36109.5,36684.0,36684.0,36684.0,37518.8,37518.8,37518.8,38648.4,38648.4,38648.4,39570.2,39570.2,39570.2,39983.1,39983.1,39983.1,40588.4,40588.4,40588.4,40969.6,40969.6,40969.6,41352.0,41352.0,41352.0,41726.6,41726.6,41726.6,42443.2,42443.2,42443.2,43135.8,43135.8,43135.8,44019.2,44019.2,44019.2,44569.3,44569.3,44569.3,45284.5,45284.5,45284.5,46155.3,46155.3,46155.3,46713.2,46713.2,46713.2,47343.7,47343.7,47343.7,48236.7,48236.7,48236.7,48677.6,48677.6,48677.6,50138.0,50138.0,50138.0,50287.4,50287.4,50287.4,50775.2,50775.2,50775.2,51510.4,51510.4,51510.4,51822.9,51822.9,51822.9,52670.3,52670.3,52670.3,53918.7,53918.7,53918.7
CA,630882.8,630882.8,630882.8,640511.7,640511.7,640511.7,647283.6,647283.6,647283.6,655817.1,655817.1,655817.1,656889.8,656889.8,656889.8,662894.6,662894.6,662894.6,668733.5,668733.5,668733.5,677912.6,677912.6,677912.6,688316.6,688316.6,688316.6,699891.6,699891.6,699891.6,707109.6,707109.6,707109.6,712776.0,712776.0,712776.0,713631.6,713631.6,713631.6,717401.7,717401.7,717401.7,718801.6,718801.6,718801.6,726224.7,726224.7,726224.7,729864.6,729864.6,729864.6,739251.8,739251.8,739251.8,743952.0,743952.0,743952.0,753538.7,753538.7,753538.7,766929.0,766929.0,766929.0,774629.1,774629.1,774629.1,785271.8,785271.8,785271.8,791589.0,791589.0,791589.0,810281.7,810281.7,810281.7,824683.0,824683.0,824683.0,832942.5,832942.5,832942.5,844681.8,844681.8,844681.8,855423.0,855423.0,855423.0,867155.1,867155.1,867155.1,882549.2,882549.2,882549.2,900633.9,900633.9,900633.9
CO,64197.0,64197.0,64197.0,65297.8,65297.8,65297.8,66294.9,66294.9,66294.9,66736.9,66736.9,66736.9,67879.3,67879.3,67879.3,69053.8,69053.8,69053.8,70093.0,70093.0,70093.0,71505.6,71505.6,71505.6,73296.0,73296.0,73296.0,75111.1,75111.1,75111.1,76443.6,76443.6,76443.6,77196.5,77196.5,77196.5,79905.1,79905.1,79905.1,80977.4,80977.4,80977.4,82016.7,82016.7,82016.7,83895.9,83895.9,83895.9,84913.9,84913.9,84913.9,87264.7,87264.7,87264.7,88422.6,88422.6,88422.6,90754.3,90754.3,90754.3,93057.2,93057.2,93057.2,94455.9,94455.9,94455.9,96489.4,96489.4,96489.4,97873.5,97873.5,97873.5,100053.1,100053.1,100053.1,102243.3,102243.3,102243.3,103962.9,103962.9,103962.9,105640.5,105640.5,105640.5,107229.7,107229.7,107229.7,109296.3,109296.3,109296.3,111969.3,111969.3,111969.3,114390.9,114390.9,114390.9
CT,85631.3,85631.3,85631.3,86850.4,86850.4,86850.4,87544.4,87544.4,87544.4,87506.3,87506.3,87506.3,86798.6,86798.6,86798.6,87956.0,87956.0,87956.0,88059.2,88059.2,88059.2,88816.5,88816.5,88816.5,92137.4,92137.4,92137.4,93895.0,93895.0,93895.0,94610.7,94610.7,94610.7,96162.4,96162.4,96162.4,95120.9,95120.9,95120.9,96935.4,96935.4,96935.4,97920.3,97920.3,97920.3,99054.1,99054.1,99054.1,98714.5,98714.5,98714.5,99094.1,99094.1,99094.1,100222.9,100222.9,100222.9,101938.5,101938.5,101938.5,103623.6,103623.6,103623.6,104945.4,104945.4,104945.4,106275.0,106275.0,106275.0,107091.1,107091.1,107091.1,108156.4,108156.4,108156.4,110144.4,110144.4,110144.4,111235.0,111235.0,111235.0,112528.2,112528.2,112528.2,114709.8,114709.8,114709.8,116301.9,116301.9,116301.9,117750.2,117750.2,117750.2,120379.6,120379.6,120379.6
DE,14152.9,14152.9,14152.9,14300.9,14300.9,14300.9,14505.9,14505.9,14505.9,14521.0,14521.0,14521.0,14925.7,14925.7,14925.7,15084.6,15084.6,15084.6,15311.7,15311.7,15311.7,15543.6,15543.6,15543.6,15574.8,15574.8,15574.8,15832.8,15832.8,15832.8,15968.1,15968.1,15968.1,16023.5,16023.5,16023.5,16121.1,16121.1,16121.1,16428.6,16428.6,16428.6,16520.4,16520.4,16520.4,16763.5,16763.5,16763.5,16740.0,16740.0,16740.0,17084.9,17084.9,17084.9,17222.6,17222.6,17222.6,17583.0,17583.0,17583.0,17764.6,17764.6,17764.6,18018.6,18018.6,18018.6,18258.7,18258.7,18258.7,18586.3,18586.3,18586.3,18836.6,18836.6,18836.6,19279.1,19279.1,19279.1,19573.4,19573.4,19573.4,19935.3,19935.3,19935.3,19894.7,19894.7,19894.7,19985.1,19985.1,19985.1,20507.2,20507.2,20507.2,20838.8,20838.8,20838.8
FL,252911.5,252911.5,252911.5,256679.7,256679.7,256679.7,259872.1,259872.1,259872.1,260940.9,260940.9,260940.9,264660.3,264660.3,264660.3,267658.6,267658.6,267658.6,269488.1,269488.1,269488.1,273589.3,273589.3,273589.3,277100.4,277100.4,277100.4,281886.7,281886.7,281886.7,285982.7,285982.7,285982.7,291391.5,291391.5,291391.5,296686.6,296686.6,296686.6,300211.3,300211.3,300211.3,302263.5,302263.5,302263.5,305446.7,305446.7,305446.7,309264.5,309264.5,309264.5,315518.8,315518.8,315518.8,319322.2,319322.2,319322.2,325425.0,325425.0,325425.0,333705.9,333705.9,333705.9,338532.9,338532.9,338532.9,343558.1,343558.1,343558.1,348695.7,348695.7,348695.7,354915.9,354915.9,354915.9,361183.1,361183.1,361183.1,365621.2,365621.2,365621.2,370538.9,370538.9,370538.9,377141.8,377141.8,377141.8,381900.0,381900.0,381900.0,388680.2,388680.2,388680.2,394994.7,394994.7,394994.7
GA,113762.5,113762.5,113762.5,115614.3,115614.3,115614.3,117577.1,117577.1,117577.1,117557.9,117557.9,117557.9,118927.9,118927.9,118927.9,121151.6,121151.6,121151.6,122682.5,122682.5,122682.5,125121.2,125121.2,125121.2,128394.6,128394.6,128394.6,131033.8,131033.8,131033.8,132975.5,132975.5,132975.5,135173.7,135173.7,135173.7,137093.5,137093.5,137093.5,139447.0,139447.0,139447.0,140460.7,140460.7,140460.7,143224.9,143224.9,143224.9,145925.1,145925.1,145925.1,149898.6,149898.6,149898.6,151906.7,151906.7,151906.7,155480.1,155480.1,155480.1,159176.7,159176.7,159176.7,160769.7,160769.7,160769.7,163710.1,163710.1,163710.1,167397.7,167397.7,167397.7,170365.7,170365.7,170365.7,175251.2,175251.2,175251.2,177715.6,177715.6,177715.6,179885.8,179885.8,179885.8,183496.3,183496.3,183496.3,185069.3,185069.3,185069.3,188158.2,188158.2,188158.2,191979.3,191979.3,191979.3
HI,24126.7,24126.7,24126.7,24718.5,24718.5,24718.5,25241.3,25241.3,25241.3,25821.8,25821.8,25821.8,26015.5,26015.5,26015.5,26165.2,26165.2,26165.2,26544.9,26544.9,26544.9,27092.6,27092.6,27092.6,27696.4,27696.4,27696.4,28244.6,28244.6,28244.6,28613.5,28613.5,28613.5,29129.8,29129.8,29129.8,29563.0,29563.0,29563.0,29580.5,29580.5,29580.5,29350.4,29350.4,29350.4,29328.1,29328.1,29328.1,29773.6,29773.6,29773.6,29907.8,29907.8,29907.8,30212.4,30212.4,30212.4,30645.9,30645.9,30645.9,30642.1,30642.1,30642.1,30957.2,30957.2,30957.2,30851.9,30851.9,30851.9,30852.7,30852.7,30852.7,30780.4,30780.4,30780.4,30830.7,30830.7,30830.7,30845.2,30845.2,30845.2,30905.7,30905.7,30905.7,31322.9,31322.9,31322.9,31548.6,31548.6,31548.6,31978.0,31978.0,31978.0,32093.7,32093.7,32093.7
