AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
93008.3,17272.9,106467.2,51822.9,867155.1,109296.3,116301.9,19985.1,381900.0,185069.3,31548.6,26106.9,342130.7,142022.1,69020.7,65012.0,83763.9,93336.2,28977.2,150166.5,191335.2,251104.4,127686.4,52867.0,132806.3,17718.2,41448.1,47987.7,32963.4,265814.4,36149.3,560185.4,182816.1,13614.9,279724.8,70443.9,81388.0,314553.8,26406.5,82842.5,16566.3,126430.0,467011.9,44571.7,14187.0,184903.3,153507.3,35469.4,132463.8,11763.6
94257.0,17406.9,108655.7,52670.3,882549.2,111969.3,117750.2,20507.2,388680.2,188158.2,31978.0,26599.1,347949.6,143580.4,70093.3,66226.2,84712.1,94531.6,29204.1,151926.1,194074.9,254599.8,130076.3,53534.5,134737.1,18025.9,42152.4,48736.0,33573.1,270242.5,36569.0,570854.6,186102.2,13881.6,283641.1,71143.9,82854.5,318265.6,26605.0,84063.7,16974.7,128122.1,477515.5,45476.3,14392.9,187729.0,155212.9,35710.0,134493.5,11944.6
94257.0,17406.9,108655.7,52670.3,882549.2,111969.3,117750.2,20507.2,388680.2,188158.2,31978.0,26599.1,347949.6,143580.4,70093.3,66226.2,84712.1,94531.6,29204.1,151926.1,194074.9,254599.8,130076.3,53534.5,134737.1,18025.9,42152.4,48736.0,33573.1,270242.5,36569.0,570854.6,186102.2,13881.6,283641.1,71143.9,82854.5,318265.6,26605.0,84063.7,16974.7,128122.1,477515.5,45476.3,14392.9,187729.0,155212.9,35710.0,134493.5,11944.6
94257.0,17406.9,108655.7,52670.3,882549.2,111969.3,117750.2,20507.2,388680.2,188158.2,31978.0,26599.1,347949.6,143580.4,70093.3,66226.2,84712.1,94531.6,29204.1,151926.1,194074.9,254599.8,130076.3,53534.5,134737.1,18025.9,42152.4,48736.0,33573.1,270242.5,36569.0,570854.6,186102.2,13881.6,283641.1,71143.9,82854.5,318265.6,26605.0,84063.7,16974.7,128122.1,477515.5,45476.3,14392.9,187729.0,155212.9,35710.0,134493.5,11944.6
95701.2,17610.6,111153.2,53918.7,900633.9,114390.9,120379.6,20838.8,394994.7,191979.3,32093.7,26943.0,354850.4,147007.2,71654.0,67464.4,86249.3,96494.4,29869.4,155195.0,198011.6,257790.4,132462.0,54678.4,137103.0,18319.9,42767.3,49878.9,34266.7,275844.2,36929.3,583016.8,190516.6,14122.5,288644.4,72445.4,84147.2,324765.1,27224.8,85793.6,17082.1,131388.9,486709.7,45896.5,14804.2,190752.1,158418.0,36151.3,137427.9,12098.6
95701.2,17610.6,111153.2,53918.7,900633.9,114390.9,120379.6,20838.8,394994.7,191979.3,32093.7,26943.0,354850.4,147007.2,71654.0,67464.4,86249.3,96494.4,29869.4,155195.0,198011.6,257790.4,132462.0,54678.4,137103.0,18319.9,42767.3,49878.9,34266.7,275844.2,36929.3,583016.8,190516.6,14122.5,288644.4,72445.4,84147.2,324765.1,27224.8,85793.6,17082.1,131388.9,486709.7,45896.5,14804.2,190752.1,158418.0,36151.3,137427.9,12098.6
95701.2,17610.6,111153.2,53918.7,900633.9,114390.9,120379.6,20838.8,394994.7,191979.3,32093.7,26943.0,354850.4,147007.2,71654.0,67464.4,86249.3,96494.4,29869.4,155195.0,198011.6,257790.4,132462.0,54678.4,137103.0,18319.9,42767.3,49878.9,34266.7,275844.2,36929.3,583016.8,190516.6,14122.5,288644.4,72445.4,84147.2,324765.1,27224.8,85793.6,17082.1,131388.9,486709.7,45896.5,14804.2,190752.1,158418.0,36151.3,137427.9,12098.6
98261.4,17992.2,114284.9,54825.3,931602.2,118507.1,123941.4,21982.5,406784.7,199451.5,32074.2,27982.9,358178.3,151247.3,71795.4,68219.6,87662.6,97226.3,30470.3,158996.5,198806.7,264326.3,137257.8,55557.9,138270.3,18820.8,43540.9,52265.4,35388.3,280087.9,37736.4,586219.3,193071.6,14817.4,293544.4,73870.0,85611.1,327974.3,27797.4,87238.9,17743.7,136045.4,502334.9,46867.9,15107.6,194213.9,165536.2,36686.3,140021.4,12269.9
98261.4,17992.2,114284.9,54825.3,931602.2,118507.1,123941.4,21982.5,406784.7,199451.5,32074.2,27982.9,358178.3,151247.3,71795.4,68219.6,87662.6,97226.3,30470.3,158996.5,198806.7,264326.3,137257.8,55557.9,138270.3,18820.8,43540.9,52265.4,35388.3,280087.9,37736.4,586219.3,193071.6,14817.4,293544.4,73870.0,85611.1,327974.3,27797.4,87238.9,17743.7,136045.4,502334.9,46867.9,15107.6,194213.9,165536.2,36686.3,140021.4,12269.9
98261.4,17992.2,114284.9,54825.3,931602.2,118507.1,123941.4,21982.5,406784.7,199451.5,32074.2,27982.9,358178.3,151247.3,71795.4,68219.6,87662.6,97226.3,30470.3,158996.5,198806.7,264326.3,137257.8,55557.9,138270.3,18820.8,43540.9,52265.4,35388.3,280087.9,37736.4,586219.3,193071.6,14817.4,293544.4,73870.0,85611.1,327974.3,27797.4,87238.9,17743.7,136045.4,502334.9,46867.9,15107.6,194213.9,165536.2,36686.3,140021.4,12269.9
99241.2,18042.1,116699.3,55377.9,943625.3,120994.8,125591.7,22400.6,414756.1,203226.1,32217.1,28287.9,365013.9,153860.3,72404.3,69391.9,88995.5,98831.7,31122.9,162483.6,204893.0,267460.3,139411.6,56277.0,140049.1,18978.1,44513.2,53565.8,36242.2,285137.6,38024.1,600696.4,196309.6,14976.7,296787.7,74888.5,86500.9,333624.5,28179.4,89022.3,17962.1,139490.3,511032.9,47776.3,15350.3,198228.4,168262.9,37013.7,142330.8,12545.3
99241.2,18042.1,116699.3,55377.9,943625.3,120994.8,125591.7,22400.6,414756.1,203226.1,32217.1,28287.9,365013.9,153860.3,72404.3,69391.9,88995.5,98831.7,31122.9,162483.6,204893.0,267460.3,139411.6,56277.0,140049.1,18978.1,44513.2,53565.8,36242.2,285137.6,38024.1,600696.4,196309.6,14976.7,296787.7,74888.5,86500.9,333624.5,28179.4,89022.3,17962.1,139490.3,511032.9,47776.3,15350.3,198228.4,168262.9,37013.7,142330.8,12545.3
99241.2,18042.1,116699.3,55377.9,943625.3,120994.8,125591.7,22400.6,414756.1,203226.1,32217.1,28287.9,365013.9,153860.3,72404.3,69391.9,88995.5,98831.7,31122.9,162483.6,204893.0,267460.3,139411.6,56277.0,140049.1,18978.1,44513.2,53565.8,36242.2,285137.6,38024.1,600696.4,196309.6,14976.7,296787.7,74888.5,86500.9,333624.5,28179.4,89022.3,17962.1,139490.3,511032.9,47776.3,15350.3,198228.4,168262.9,37013.7,142330.8,12545.3
100234.2,18155.3,119072.5,55938.9,960955.8,125157.3,127665.8,22619.0,420598.8,207723.0,32444.2,28619.6,370064.8,155582.1,73913.3,70268.3,89926.1,99498.1,31552.7,165121.3,208295.3,268487.8,141110.7,56901.4,141899.1,19247.2,45224.7,54944.7,37084.0,289732.2,38342.1,605059.6,200081.4,15155.2,299548.4,75339.6,87202.8,335803.2,28547.2,90696.5,18086.0,140700.2,520201.5,48528.7,15597.0,201972.9,170993.5,37348.3,144244.3,12773.9
100234.2,18155.3,119072.5,55938.9,960955.8,125157.3,127665.8,22619.0,420598.8,207723.0,32444.2,28619.6,370064.8,155582.1,73913.3,70268.3,89926.1,99498.1,31552.7,165121.3,208295.3,268487.8,141110.7,56901.4,141899.1,19247.2,45224.7,54944.7,37084.0,289732.2,38342.1,605059.6,200081.4,15155.2,299548.4,75339.6,87202.8,335803.2,28547.2,90696.5,18086.0,140700.2,520201.5,48528.7,15597.0,201972.9,170993.5,37348.3,144244.3,12773.9
100234.2,18155.3,119072.5,55938.9,960955.8,125157.3,127665.8,22619.0,420598.8,207723.0,32444.2,28619.6,370064.8,155582.1,73913.3,70268.3,89926.1,99498.1,31552.7,165121.3,208295.3,268487.8,141110.7,56901.4,141899.1,19247.2,45224.7,54944.7,37084.0,289732.2,38342.1,605059.6,200081.4,15155.2,299548.4,75339.6,87202.8,335803.2,28547.2,90696.5,18086.0,140700.2,520201.5,48528.7,15597.0,201972.9,170993.5,37348.3,144244.3,12773.9
101354.6,18434.2,121283.1,56603.3,977258.9,125652.6,129466.9,22900.8,424746.5,210775.5,32687.2,29102.0,373119.3,157397.7,74477.1,70964.8,91028.0,99898.0,31911.7,167434.8,210041.7,274573.4,143296.4,57588.0,143140.2,19456.8,45709.1,56093.1,37675.4,291363.2,38829.9,608373.6,203465.3,15365.5,304085.0,75676.2,88196.4,340284.9,28874.8,92049.9,18619.7,142805.5,525961.0,49221.2,15779.8,205119.2,172669.2,37474.0,145923.6,12871.5
101354.6,18434.2,121283.1,56603.3,977258.9,125652.6,129466.9,22900.8,424746.5,210775.5,32687.2,29102.0,373119.3,157397.7,74477.1,70964.8,91028.0,99898.0,31911.7,167434.8,210041.7,274573.4,143296.4,57588.0,143140.2,19456.8,45709.1,56093.1,37675.4,291363.2,38829.9,608373.6,203465.3,15365.5,304085.0,75676.2,88196.4,340284.9,28874.8,92049.9,18619.7,142805.5,525961.0,49221.2,15779.8,205119.2,172669.2,37474.0,145923.6,12871.5
101354.6,18434.2,121283.1,56603.3,977258.9,125652.6,129466.9,22900.8,424746.5,210775.5,32687.2,29102.0,373119.3,157397.7,74477.1,70964.8,91028.0,99898.0,31911.7,167434.8,210041.7,274573.4,143296.4,57588.0,143140.2,19456.8,45709.1,56093.1,37675.4,291363.2,38829.9,608373.6,203465.3,15365.5,304085.0,75676.2,88196.4,340284.9,28874.8,92049.9,18619.7,142805.5,525961.0,49221.2,15779.8,205119.2,172669.2,37474.0,145923.6,12871.5
102117.9,18453.2,121786.2,57273.4,997604.0,128170.5,130661.5,23808.2,428516.9,214987.6,32800.0,29712.7,377068.6,157791.9,73734.4,70645.9,91550.1,100201.1,31910.3,170086.9,213415.8,276023.7,144538.4,57613.7,144016.2,19376.9,45660.2,57511.4,37958.1,295533.0,38418.5,629291.6,204741.9,14919.4,303261.6,75659.1,88224.6,343156.9,28941.4,92351.6,18433.7,142534.0,533374.1,49573.7,15963.0,211042.4,176453.2,37704.0,146146.5,13201.6
102117.9,18453.2,121786.2,57273.4,997604.0,128170.5,130661.5,23808.2,428516.9,214987.6,32800.0,29712.7,377068.6,157791.9,73734.4,70645.9,91550.1,100201.1,31910.3,170086.9,213415.8,276023.7,144538.4,57613.7,144016.2,19376.9,45660.2,57511.4,37958.1,295533.0,38418.5,629291.6,204741.9,14919.4,303261.6,75659.1,88224.6,343156.9,28941.4,92351.6,18433.7,142534.0,533374.1,49573.7,15963.0,211042.4,176453.2,37704.0,146146.5,13201.6
102117.9,18453.2,121786.2,57273.4,997604.0,128170.5,130661.5,23808.2,428516.9,214987.6,32800.0,29712.7,377068.6,157791.9,73734.4,70645.9,91550.1,100201.1,31910.3,170086.9,213415.8,276023.7,144538.4,57613.7,144016.2,19376.9,45660.2,57511.4,37958.1,295533.0,38418.5,629291.6,204741.9,14919.4,303261.6,75659.1,88224.6,343156.9,28941.4,92351.6,18433.7,142534.0,533374.1,49573.7,15963.0,211042.4,176453.2,37704.0,146146.5,13201.6
102300.8,18588.1,124191.2,57415.9,1010126.3,130339.4,132360.4,23832.4,432716.2,216441.2,33048.2,29803.2,380304.6,158869.1,74187.7,71194.5,92291.2,100556.1,32320.5,170990.0,216036.0,279476.7,146088.2,57923.6,144882.0,19372.2,46321.1,58024.6,38421.4,296722.2,38683.1,628384.7,205886.5,15064.2,304936.1,76192.5,88979.0,345895.7,29285.0,93295.8,18763.8,144104.4,538154.8,50217.6,16157.8,210722.8,175872.7,37805.6,147330.8,13312.8
102300.8,18588.1,124191.2,57415.9,1010126.3,130339.4,132360.4,23832.4,432716.2,216441.2,33048.2,29803.2,380304.6,158869.1,74187.7,71194.5,92291.2,100556.1,32320.5,170990.0,216036.0,279476.7,146088.2,57923.6,144882.0,19372.2,46321.1,58024.6,38421.4,296722.2,38683.1,628384.7,205886.5,15064.2,304936.1,76192.5,88979.0,345895.7,29285.0,93295.8,18763.8,144104.4,538154.8,50217.6,16157.8,210722.8,175872.7,37805.6,147330.8,13312.8
102300.8,18588.1,124191.2,57415.9,1010126.3,130339.4,132360.4,23832.4,432716.2,216441.2,33048.2,29803.2,380304.6,158869.1,74187.7,71194.5,92291.2,100556.1,32320.5,170990.0,216036.0,279476.7,146088.2,57923.6,144882.0,19372.2,46321.1,58024.6,38421.4,296722.2,38683.1,628384.7,205886.5,15064.2,304936.1,76192.5,88979.0,345895.7,29285.0,93295.8,18763.8,144104.4,538154.8,50217.6,16157.8,210722.8,175872.7,37805.6,147330.8,13312.8
103594.5,18641.3,125759.5,58115.2,1026838.1,131551.6,134917.6,24120.4,438688.5,219232.7,33817.9,30199.1,382152.2,160412.0,75086.2,71858.6,93375.3,101152.4,33306.1,174093.2,221720.6,282859.5,147545.1,58773.4,146299.0,19314.3,46925.1,58732.6,39156.9,300742.0,38910.2,639973.7,209079.4,15271.2,307598.7,77135.5,90170.2,349797.4,29821.1,94766.0,18962.9,145575.9,544917.5,51020.4,16456.2,214806.1,180712.6,38153.2,149306.8,13534.7
103594.5,18641.3,125759.5,58115.2,1026838.1,131551.6,134917.6,24120.4,438688.5,219232.7,33817.9,30199.1,382152.2,160412.0,75086.2,71858.6,93375.3,101152.4,33306.1,174093.2,221720.6,282859.5,147545.1,58773.4,146299.0,19314.3,46925.1,58732.6,39156.9,300742.0,38910.2,639973.7,209079.4,15271.2,307598.7,77135.5,90170.2,349797.4,29821.1,94766.0,18962.9,145575.9,544917.5,51020.4,16456.2,214806.1,180712.6,38153.2,149306.8,13534.7
103594.5,18641.3,125759.5,58115.2,1026838.1,131551.6,134917.6,24120.4,438688.5,219232.7,33817.9,30199.1,382152.2,160412.0,75086.2,71858.6,93375.3,101152.4,33306.1,174093.2,221720.6,282859.5,147545.1,58773.4,146299.0,19314.3,46925.1,58732.6,39156.9,300742.0,38910.2,639973.7,209079.4,15271.2,307598.7,77135.5,90170.2,349797.4,29821.1,94766.0,18962.9,145575.9,544917.5,51020.4,16456.2,214806.1,180712.6,38153.2,149306.8,13534.7
104803.1,19144.0,127952.2,58883.7,1056162.6,136789.4,136821.0,24705.6,443800.1,224212.8,34036.1,31005.4,390895.6,164790.1,76986.5,74175.3,95483.3,102721.3,33164.6,177332.9,227361.0,290155.6,151333.2,59667.0,149492.6,19924.2,48391.3,60225.9,40184.4,305898.3,39648.4,643321.0,212064.4,15776.7,313831.8,78838.8,92351.7,355106.6,30276.8,96180.5,19635.3,148713.5,558744.0,51868.3,16727.7,219531.5,186442.9,38651.6,152164.0,13857.9
104803.1,19144.0,127952.2,58883.7,1056162.6,136789.4,136821.0,24705.6,443800.1,224212.8,34036.1,31005.4,390895.6,164790.1,76986.5,74175.3,95483.3,102721.3,33164.6,177332.9,227361.0,290155.6,151333.2,59667.0,149492.6,19924.2,48391.3,60225.9,40184.4,305898.3,39648.4,643321.0,212064.4,15776.7,313831.8,78838.8,92351.7,355106.6,30276.8,96180.5,19635.3,148713.5,558744.0,51868.3,16727.7,219531.5,186442.9,38651.6,152164.0,13857.9
104803.1,19144.0,127952.2,58883.7,1056162.6,136789.4,136821.0,24705.6,443800.1,224212.8,34036.1,31005.4,390895.6,164790.1,76986.5,74175.3,95483.3,102721.3,33164.6,177332.9,227361.0,290155.6,151333.2,59667.0,149492.6,19924.2,48391.3,60225.9,40184.4,305898.3,39648.4,643321.0,212064.4,15776.7,313831.8,78838.8,92351.7,355106.6,30276.8,96180.5,19635.3,148713.5,558744.0,51868.3,16727.7,219531.5,186442.9,38651.6,152164.0,13857.9
