GeoFips,GeoName,1987:Q1,1987:Q2,1987:Q3,1987:Q4,1988:Q1,1988:Q2,1988:Q3,1988:Q4,1989:Q1,1989:Q2,1989:Q3,1989:Q4,1990:Q1,1990:Q2,1990:Q3,1990:Q4,1991:Q1,1991:Q2,1991:Q3,1991:Q4,1992:Q1,1992:Q2,1992:Q3,1992:Q4,1993:Q1,1993:Q2,1993:Q3,1993:Q4,1994:Q1,1994:Q2,1994:Q3,1994:Q4,1995:Q1,1995:Q2,1995:Q3,1995:Q4,1996:Q1,1996:Q2,1996:Q3,1996:Q4,1997:Q1,1997:Q2,1997:Q3,1997:Q4,1998:Q1,1998:Q2,1998:Q3,1998:Q4,1999:Q1,1999:Q2,1999:Q3,1999:Q4,2000:Q1,2000:Q2,2000:Q3,2000:Q4,2001:Q1,2001:Q2,2001:Q3,2001:Q4,2002:Q1,2002:Q2,2002:Q3,2002:Q4,2003:Q1,2003:Q2,2003:Q3,2003:Q4,2004:Q1,2004:Q2,2004:Q3,2004:Q4,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4
40000,Oklahoma,43208.0,43413.8,43780.0,44078.8,44516.9,45226.4,46058.9,46536.4,47768.8,48198.5,48640.0,49282.3,49978.5,50820.5,51650.9,51998.5,51804.9,52346.5,52906.0,53837.5,54954.2,55947.5,56488.2,56615.6,57806.3,57952.5,58106.7,58938.5,59410.9,60457.2,61002.9,62180.8,62419.8,63102.9,63614.2,64293.3,65603.7,66893.6,67696.3,68252.2,70252.4,70443.9,71143.9,72445.4,73870.0,74888.5,75339.6,75676.2,75659.1,76192.5,77135.5,78838.8,80697.8,82593.0,84187.7,85849.9,87777.3,88811.2,88568.5,89281.1,89897.5,90446.4,90983.9,91518.6,93441.2,94792.8,95632.5,97236.1,100432.2,102307.2,103572.3,105357.3,109666.9,111488.3,113323.2,115472.0,123733.9,124313.8,124780.5,125317.8,127456.6,127841.3,129751.7,130927.7,137145.7,145393.6,145471.5,146608.6,138183.9,132790.5,130686.8,131212.0,133893.6,138493.7,141905.4,144487.6
41000,Oregon,39007.4,39510.8,40400.1,41196.9,42144.4,43164.7,44378.9,45231.6,46781.5,47696.0,48302.1,49357.9,50703.6,51750.7,52407.6,52838.1,53487.7,54324.1,55074.4,56000.5,57044.4,58105.8,59055.2,59482.9,61464.7,62133.9,62573.8,63890.9,64993.3,66282.2,67470.6,68986.7,69980.8,71259.2,72686.6,74248.6,75461.1,77144.3,78409.2,79659.5,80716.8,81388.0,82854.5,84147.2,85611.1,86500.9,87202.8,88196.4,88224.6,88979.0,90170.2,92351.7,94615.4,96369.9,98159.5,98510.1,100199.2,100148.5,99648.1,99147.1,99754.2,100806.5,101229.2,102378.7,102887.4,103640.3,105352.4,107038.4,108239.2,110379.1,111217.1,112487.4,113435.6,114723.7,116746.4,119387.7,123975.1,125819.1,127460.4,129145.8,130528.6,132164.7,133030.4,134698.7,137392.3,141729.6,139314.7,137163.1,134733.2,134903.2,133855.7,134075.1,136908.5,137279.9,138350.9,139165.7
42000,Pennsylvania,177264.3,183819.4,190470.4,195756.2,199635.2,202343.7,204874.1,205153.1,216137.9,218046.6,220969.5,224153.9,227710.6,232070.6,235221.4,236597.0,238342.5,241616.4,243719.6,247692.8,252164.1,255320.5,256741.4,259420.0,261215.2,264899.8,266897.7,269216.1,269340.8,273184.1,276461.0,280437.8,282851.4,285989.0,288750.5,291784.5,294905.1,300794.5,304100.0,307542.7,310937.3,314553.8,318265.6,324765.1,327974.3,333624.5,335803.2,340284.9,343156.9,345895.7,349797.4,355106.6,363863.7,369731.1,375959.3,381208.7,386549.5,389227.5,388650.7,388317.3,391983.3,394997.6,396817.0,398735.3,403292.9,406326.7,410519.7,416604.0,423005.5,428677.3,435777.1,443078.8,440105.6,447698.1,453601.1,460033.9,463966.6,470505.8,475942.0,481348.1,498621.5,501546.6,503236.7,507230.4,512992.7,529904.2,525341.0,523737.4,509358.8,512310.7,509087.3,518516.0,522494.0,533022.7,540188.6,545636.6
44000,Rhode Island,15966.1,16204.1,16645.7,17110.9,17502.3,18005.2,18437.3,18947.2,19498.5,19794.4,19902.3,20121.6,20324.9,20470.3,20514.0,20412.2,20460.1,20523.4,20686.3,20923.4,21137.8,21497.1,21696.0,21959.5,22135.8,22373.4,22744.0,22681.5,22809.2,22959.3,23007.5,23426.7,23793.6,24258.0,24513.2,24551.2,24655.9,25030.5,25202.2,25564.2,25981.0,26406.5,26605.0,27224.8,27797.4,28179.4,28547.2,28874.8,28941.4,29285.0,29821.1,30276.8,31168.7,31547.8,32212.9,32571.7,33351.2,33652.7,33591.2,33851.9,34540.5,34896.6,35061.0,35364.6,36196.4,36345.0,36869.2,37390.2,37771.4,38335.0,38969.1,39090.5,38571.2,39117.7,39384.1,39892.2,40225.2,41080.8,41703.9,41638.2,42835.0,42791.8,42969.8,43144.3,43247.1,44381.0,43616.9,43829.5,41895.2,42665.0,42935.2,43564.3,43993.4,44968.1,45342.9,45591.1
45000,South Carolina,42758.4,43608.0,44603.4,45989.3,46326.8,47723.8,48979.4,49794.4,52039.2,51634.5,52216.1,53976.4,55064.2,56276.0,56975.0,57248.8,57809.5,58449.8,59144.5,60319.8,61222.8,62442.0,63214.7,63739.1,64806.9,65565.0,66273.8,66762.4,68106.5,69397.1,70356.7,71489.8,72880.8,73645.7,74264.4,75198.9,76515.7,78382.3,79378.0,80332.0,82087.3,82842.5,84063.7,85793.6,87238.9,89022.3,90696.5,92049.9,92351.6,93295.8,94766.0,96180.5,98199.1,100591.2,101542.2,102488.9,103712.9,104272.5,104063.0,104919.9,105579.4,107160.2,107692.2,108789.3,109473.2,110148.7,111685.8,113479.1,113792.4,116688.7,118586.3,120739.9,121710.6,123555.1,124958.0,127444.3,131785.1,133402.1,134958.4,136551.1,140147.6,142862.9,143803.9,145406.2,146893.4,153590.9,150342.3,148991.0,146093.4,147077.7,146351.4,147492.3,148942.8,151414.4,152787.9,153838.3
46000,South Dakota,9131.5,9201.3,9327.4,9553.8,9561.2,9694.5,9813.1,9893.0,10300.6,10404.9,10508.4,10711.4,11243.3,11426.8,11596.6,11668.7,11665.3,11935.0,11975.4,12352.3,12660.5,12928.8,13065.8,13085.2,13342.0,13543.6,13460.8,13734.2,14425.5,14516.7,14514.6,14838.8,14558.4,14689.0,14940.5,15271.1,16191.0,16629.8,16398.2,16442.8,16567.8,16566.3,16974.7,17082.1,17743.7,17962.1,18086.0,18619.7,18433.7,18763.8,18962.9,19635.3,19666.4,20110.5,20422.0,20605.8,20755.5,20934.0,20945.2,20933.9,20542.5,20668.2,21017.7,21365.5,22422.1,22629.2,22906.4,23333.2,24242.2,24511.5,24512.4,24946.7,25523.1,25921.5,26147.2,26429.7,26996.6,27319.4,27459.6,27796.9,29668.7,30185.7,30397.8,31118.0,32693.1,33295.5,32572.3,32146.3,31406.1,31711.7,31865.8,32324.6,32774.1,33432.6,34200.0,34324.9
47000,Tennessee,64233.4,64938.8,65890.2,68018.7,69165.0,70856.3,72493.5,73937.5,75569.8,76343.2,77246.7,78343.2,80060.0,81251.2,82747.6,83090.2,84361.9,85452.9,86370.2,88187.6,91419.9,93722.4,94823.7,96123.4,98159.4,99287.1,100512.0,102207.9,103494.6,105427.8,107109.8,109703.8,112219.0,113537.4,114845.6,116502.3,117781.0,120091.7,121642.9,123081.8,125199.9,126430.0,128122.1,131388.9,136045.4,139490.3,140700.2,142805.5,142534.0,144104.4,145575.9,148713.5,150674.4,152840.6,156109.6,156335.9,156761.0,158545.0,158177.8,159017.2,160439.5,162662.1,163179.6,165236.5,166758.7,168458.9,170860.9,173639.6,175710.6,178763.3,181594.3,183503.5,184212.1,186946.1,189477.7,192074.4,196655.9,199649.7,200669.8,203780.2,205956.7,209118.1,210434.8,213477.6,215961.6,223240.5,218515.4,215772.5,215670.1,217464.0,216430.5,218814.2,222930.0,226728.4,229378.9,231414.8
48000,Texas,240021.1,240766.4,243367.9,246909.1,249580.4,255201.4,260901.1,266349.7,270551.7,273290.8,276931.8,281678.9,289362.0,296067.4,302131.3,303096.9,304437.1,309183.2,313387.8,319585.8,327892.1,334617.9,339139.1,343889.4,350159.9,354772.2,356594.7,362663.3,365708.6,372879.9,378312.7,387949.0,392876.6,399567.6,405358.9,411607.9,420058.2,429233.1,436461.2,444185.6,457834.1,467011.9,477515.5,486709.7,502334.9,511032.9,520201.5,525961.0,533374.1,538154.8,544917.5,558744.0,575999.0,586305.4,598118.8,606530.2,630080.5,631787.4,631050.0,631402.9,631440.4,637386.1,641595.8,647350.3,653510.2,661370.0,669230.1,675149.4,681942.8,689050.5,699834.8,714697.2,732005.3,744626.4,761141.9,781329.9,810488.1,824387.9,831883.1,842999.6,858039.2,874080.7,883677.9,899811.9,935125.7,982017.6,976561.8,980292.1,937065.7,921956.6,913513.0,921347.5,952994.9,974170.4,992376.8,1008668.9
49000,Utah,20463.1,20847.6,21005.6,21396.3,21668.6,22107.6,22596.0,22865.2,23383.2,23780.1,24051.0,24554.3,25202.5,25779.5,26317.5,26604.1,27107.2,27704.5,28104.1,28594.1,29302.3,29867.1,30496.6,30757.6,31831.0,32216.2,32564.3,33254.5,33957.1,34821.4,35423.5,36322.3,37122.8,37749.7,38500.4,39726.2,40384.8,41420.6,42188.7,42737.1,44057.7,44571.7,45476.3,45896.5,46867.9,47776.3,48528.7,49221.2,49573.7,50217.6,51020.4,51868.3,52855.5,53972.7,54633.3,55460.8,56298.4,56772.6,56894.6,57189.1,58145.5,58217.5,58554.9,59116.5,59814.5,60302.2,61041.6,61923.6,62990.5,64295.7,65214.2,66679.5,68029.9,69809.5,71407.6,73400.4,76187.1,77925.2,79157.2,80975.0,83480.7,85618.0,85809.5,87205.7,88237.7,92041.6,90590.6,89001.2,87077.5,86977.9,86154.7,86168.5,87390.1,88039.4,89354.9,90977.6
50000,Vermont,7867.2,8045.5,8235.5,8545.1,8569.2,8817.6,9136.6,9337.1,9750.5,9871.7,9889.6,10100.5,10243.9,10317.8,10313.8,10300.3,10328.1,10455.7,10540.9,10704.5,10961.6,11224.4,11340.5,11381.5,11507.6,11594.3,11737.5,11805.1,11930.9,12137.9,12272.2,12551.2,12672.3,12767.0,12957.2,13052.3,13329.5,13505.2,13629.9,13718.0,14051.8,14187.0,14392.9,14804.2,15107.6,15350.3,15597.0,15779.8,15963.0,16157.8,16456.2,16727.7,17208.1,17644.9,17737.0,18130.8,18668.5,18851.8,18790.6,18878.9,18998.6,19089.8,19215.5,19488.4,19553.5,19726.5,19950.9,20552.5,20500.3,21069.7,21253.9,21372.5,21196.6,21305.8,21497.2,21910.1,22459.9,22687.5,22926.7,23139.7,23652.9,24005.1,24193.2,24400.6,25103.9,25792.4,25494.2,25407.1,25092.7,25189.9,25209.6,25373.4,25398.0,25970.6,26233.3,26353.0
51000,Virginia,100312.2,102255.9,104812.0,107570.8,109397.2,112442.2,115646.0,117937.6,120583.7,122366.7,123803.4,125850.8,127510.9,129161.1,130574.7,130999.7,133154.3,134444.0,135589.9,137515.8,140338.9,142876.7,144817.5,146434.3,148822.1,150230.6,151346.1,153171.0,154685.5,158408.9,160042.7,162033.7,164529.8,166171.8,167501.3,169172.7,171127.8,174103.4,176498.1,178605.8,183122.1,184903.3,187729.0,190752.1,194213.9,198228.4,201972.9,205119.2,211042.4,210722.8,214806.1,219531.5,224927.9,230068.3,234462.0,238021.1,242782.9,245989.1,243594.6,244890.8,247257.9,250350.6,252763.1,255059.3,259795.1,263375.3,268447.0,273683.4,277914.0,281645.9,286285.5,292903.6,295544.0,301081.0,306178.2,310352.4,318996.8,322591.4,324542.1,328085.0,336544.9,340646.7,342837.5,344772.3,349970.6,359455.3,357071.6,355528.0,347395.4,350318.1,349021.8,351126.2,357287.3,363855.0,367073.7,370495.8
53000,Washington,72567.0,73563.4,75061.2,77791.2,78820.5,80637.0,82541.1,84608.4,87850.1,89512.1,90926.8,92566.3,96421.0,98434.6,100085.4,101599.9,103609.4,105269.8,106997.1,109276.7,111968.5,113412.1,115019.5,118279.4,118197.5,120523.2,120801.3,122663.6,123973.2,126133.6,127008.4,129645.1,131235.7,133118.1,135011.8,136373.6,140314.1,143087.4,145208.0,147107.5,151305.5,153507.3,155212.9,158418.0,165536.2,168262.9,170993.5,172669.2,176453.2,175872.7,180712.6,186442.9,191974.0,191114.6,191744.6,194437.9,196887.3,200197.6,196087.2,196610.6,198808.2,200077.8,201723.1,203683.4,204478.4,208170.5,211795.5,212227.0,213523.4,218467.8,219522.8,245857.7,227121.6,230508.8,233416.6,240088.1,247558.1,251713.0,254414.0,259114.4,266156.9,273521.6,277481.6,281921.7,284959.3,293970.7,291867.7,286726.8,278259.9,278764.5,276169.5,278365.3,280119.0,284438.4,287162.0,290027.6
54000,West Virginia,21443.8,21488.8,21684.4,22242.3,22322.5,23033.6,23581.1,23948.8,24434.1,24377.5,24546.5,24959.4,25621.6,26089.3,26418.7,26607.4,26922.2,27104.6,27356.1,27943.7,28640.0,29222.1,29686.4,30006.0,30245.5,30522.7,30468.8,30665.3,31260.5,31667.6,31924.6,32309.4,32595.6,32730.6,32880.0,33216.4,33519.6,33960.9,34434.4,34693.3,35180.6,35469.4,35710.0,36151.3,36686.3,37013.7,37348.3,37474.0,37704.0,37805.6,38153.2,38651.6,39390.2,40094.0,40437.9,41084.2,42213.3,42718.2,42743.0,43326.9,43797.7,44030.3,44357.3,44787.3,44423.4,44680.0,45143.8,45564.0,45666.1,46398.7,46769.4,47370.6,47916.9,48618.2,49100.1,49781.8,51265.3,52067.3,52416.9,52838.3,53540.1,53917.6,54310.7,54970.4,55883.5,58732.0,58328.2,58891.9,57874.4,58777.4,58412.8,58885.3,59395.7,60180.8,61202.0,61349.8
55000,Wisconsin,71845.4,72494.0,73996.7,75692.9,75807.7,77515.1,79251.0,80984.1,84060.4,84845.8,85724.6,87155.5,88576.5,90025.0,91272.3,91798.3,92072.5,93458.6,94545.1,96280.0,98571.9,100982.1,102097.5,103718.0,104474.1,105976.2,107039.1,108970.7,110277.8,112395.0,114172.5,116220.5,117546.1,118553.8,119624.3,120885.8,123048.4,125292.0,126975.7,128433.4,130849.6,132463.8,134493.5,137427.9,140021.4,142330.8,144244.3,145923.6,146146.5,147330.8,149306.8,152164.0,155277.1,157767.7,159612.8,161319.2,165668.1,166830.5,166490.7,167383.5,168836.7,170947.0,171232.3,173024.1,172970.1,174437.2,176105.2,179664.7,179124.0,182537.2,185472.0,187752.4,187569.7,188884.2,191138.0,191524.8,199022.3,200029.7,201763.9,203417.6,209358.6,209872.1,210457.7,212431.1,216501.5,222602.6,219229.8,218444.2,213249.2,216308.5,216730.5,218559.4,217112.1,220948.1,223850.6,227132.9
56000,Wyoming,6755.9,6830.7,6827.4,6920.5,6716.0,6955.1,7102.2,7202.3,7463.1,7552.1,7680.9,7832.0,8041.1,8227.3,8299.4,8356.2,8480.5,8577.1,8688.2,8857.2,8984.9,9112.1,9160.1,9231.9,9547.2,9593.1,9629.6,9817.4,9867.8,10023.5,10121.0,10330.7,10423.1,10555.2,10605.2,10669.3,10799.5,10983.4,11139.5,11251.0,11651.5,11763.6,11944.6,12098.6,12269.9,12545.3,12773.9,12871.5,13201.6,13312.8,13534.7,13857.9,14157.6,14381.8,14553.8,15087.9,15157.5,15443.3,15504.1,15658.1,15648.4,15824.6,15945.2,16203.0,16485.5,16671.4,17084.1,17507.9,17830.9,18150.0,18396.5,18772.3,19354.6,19759.9,20125.9,20777.3,21894.3,22854.6,23374.7,23458.6,23708.7,24316.4,24499.1,25109.2,26412.1,27234.6,27355.1,27008.4,26002.4,24968.0,24414.9,24265.7,25344.7,25941.2,26554.1,26901.8
