5.264812500000000395e-03,-5.798596300000000148e-03,1.290922049999999877e-02,6.043085406800000276e-04,1.105812100000000062e-02,1.617730600000000154e-03,5.718442650000000668e-03
1.320064900000000006e-03,9.769647750000000699e-03,3.837946500000000236e-03,1.256013899999999968e-02,7.943999499999999936e-03,2.674156899999999976e-02,6.624144199999999413e-03
-1.031174500000000063e-02,-2.984377750000000162e-02,1.474129050000000038e-02,-4.444785700000000034e-02,1.015862500000000099e-02,-3.230852650000000381e-02,-1.675873349999999762e-02
-4.766436300000000126e-02,-1.129814550000000006e-03,-3.326256600000000729e-02,-1.025709250000000038e-02,-5.194361999999999591e-02,-3.653842999999999674e-02,-4.638659149999999759e-02
7.854529250000000587e-03,3.809001499999999964e-03,1.923058650000000064e-02,1.119733424999999963e-02,3.088785099999999742e-03,1.365045850000000047e-02,-3.542602049999999531e-04
1.499049449999999978e-02,-9.002906749999999361e-03,-5.645960700000000020e-03,2.348444400000000015e-03,-4.228704050000000464e-03,2.366675350000000191e-02,-2.047314499999999815e-02
1.153630249999999975e-02,-5.615631149999999669e-03,6.234039299999999915e-04,2.027509749999999861e-03,3.211957799999999932e-03,1.385770199999999952e-02,2.419480149999999729e-03
-1.315837174999999991e-02,-3.704973999999999767e-02,5.089298250000000301e-02,-3.480520799999999807e-03,1.267856049999999818e-02,2.622247599999999630e-03,1.571945799999999865e-02
4.218639650000000074e-02,3.231023350000000738e-02,-2.472473849999999584e-02,-5.336774200000000273e-02,2.627187050000000246e-02,6.719011149999999828e-03,-4.348431749999999429e-03
1.486066150000000044e-02,-4.456623199999999903e-03,5.737612999999999915e-04,-2.166974849999999536e-02,-4.208484800000000456e-03,4.096689599999999917e-03,-6.123783849999999904e-03
1.253599199999999927e-02,-2.473634699999999881e-02,-1.003431664999999886e-03,-1.891765950000000307e-02,1.052719499999999961e-02,-8.857924999999999133e-03,-2.039264550000000065e-02
7.012625249999999977e-02,-3.165926449999999920e-02,2.667704199999999803e-02,-5.246680399999999883e-02,7.184357999999999023e-02,-5.190649000000000304e-03,5.579373049999999945e-02
-1.593771849999999976e-02,-5.974550250000000215e-03,2.762824950000000029e-02,-1.946354850000000039e-02,1.846241749999999807e-03,-2.779196199999999992e-02,8.032242749999999806e-03
-3.615705250000000176e-02,1.895902550000000061e-02,1.196287400000000008e-02,-6.135514799999999738e-04,4.841306000000000082e-03,-2.629894149999999903e-02,4.244683800000000062e-02
2.187132099999999912e-02,-1.365686199999999878e-02,2.684993299999999770e-03,-3.121567400000000358e-04,9.347894499999998691e-03,1.947243450000000001e-02,-2.378179650000000235e-03
2.120392750000000062e-02,-1.425476999999999994e-02,4.242749650000000525e-03,-1.605286249999999908e-03,1.422621400000000091e-02,1.697007050000000003e-02,-1.810411750000000264e-02
2.986512250000000063e-02,1.344464199999999970e-02,-1.315200650000000054e-02,-1.753329299999999754e-03,1.675477900000000089e-02,1.652631400000000028e-02,9.731761250000000099e-03
-8.696326000000000750e-03,-2.062511600000000150e-03,7.642078650000000070e-03,1.254939650000000059e-02,1.404492649999999811e-04,3.399250800000000201e-03,-1.480831999999999982e-02
3.921832000000000096e-03,-1.795221749999999922e-02,4.753917450000000669e-03,-1.713952449999999947e-02,-7.816580499999999793e-03,6.243767500000000498e-03,-2.386400649999999984e-02
4.300567649999999242e-02,-3.970569000000000182e-02,6.969208000000001258e-04,-3.337448449999999567e-02,3.197977350000000274e-02,-1.756483999999999823e-02,-5.913753749999999670e-02
6.092921600000000045e-04,-7.042161150000000175e-03,-7.344275999999999409e-03,-3.165521699999999938e-03,9.815113500000000046e-03,7.165727599999999545e-04,-1.312753850000000083e-02
-3.892271550000000503e-03,-4.708455400000000415e-03,2.912551799999999608e-03,3.410577799999999979e-04,-1.564257500000000058e-03,3.262248349999999830e-04,-1.332177399999999977e-02
2.581572000000000033e-02,-2.914329600000000256e-02,2.607293000000000111e-02,7.930269999999999680e-03,1.708495449999999916e-02,1.224328650000000053e-02,-1.404566449999999911e-02
-7.442517699999999861e-03,-2.656448000000000056e-03,-2.703883550000000212e-03,-5.171002850000000484e-02,4.728755199999999485e-03,-3.294763250000000421e-02,4.532026150000000031e-03
2.460693199999999803e-02,-4.395388425000000001e-04,2.284135350000000148e-02,9.669129500000000002e-03,2.595632350000000310e-02,1.673447549999999839e-02,2.091358150000000027e-02
6.393528750000000357e-03,-5.548167200000000618e-03,-4.736194600000000199e-03,-1.792262799999999948e-02,-7.604714500000001574e-05,-1.082093050000000091e-02,8.402764499999999803e-03
3.727979950000000209e-02,1.962352750000000146e-02,3.649553299999999667e-02,-3.626436699999999874e-02,3.201548599999999578e-02,4.539210500000000204e-02,3.148784649999999963e-02
-4.070845899999999892e-03,-6.381185000000000156e-03,-1.170937000000000019e-02,5.677702499999999486e-03,-4.945009999999999684e-03,6.149957000000000167e-03,-2.308321699999999962e-02
3.050463200000000027e-02,2.087665899999999880e-02,2.408867550000000357e-02,-4.129610600000000234e-04,-2.636842000000000005e-02,9.225758000000000569e-03,-4.945496650000000619e-03
2.332715949999999983e-02,-1.094477599999999981e-02,4.169409899999999662e-03,-8.857608499999999191e-03,-2.219216250000000112e-02,1.088018749999999923e-02,-1.904626300000000078e-02
1.384520700000000173e-02,-2.505090849999999821e-03,2.945698050000000040e-02,7.060240849999999818e-03,4.724141200000000346e-03,6.403454600000000468e-03,1.798449100000000175e-03
9.669429499999999955e-03,-4.322321399999999592e-02,1.799803999999999987e-02,-4.008279900000000229e-02,5.122637000000000024e-02,-4.552128149999999651e-02,-1.252730950000000010e-02
