"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.019822, 1, 0.019822, cell_dimension='21', gaussian_noise_stdev='0.0006478773320093751', l2_regularization='0.00033528081672266126', max_epoch_size='8', max_num_epochs='25', minibatch_size='7', num_hidden_layers='2', random_normal_initializer_stdev='0.0006737358137965203'
67.340869, 3.742178, 67.809292, 1, 0.468423, cell_dimension='21', gaussian_noise_stdev='0.0006478773320093751', l2_regularization='0.00033528081672266126', max_epoch_size='8', max_num_epochs='25', minibatch_size='7', num_hidden_layers='2', random_normal_initializer_stdev='0.0006737358137965203'
71.260636, 1.409724, 72.094365, 2, 0.833729, cell_dimension='25', gaussian_noise_stdev='0.0003639238522388041', l2_regularization='0.0006348353425040842', max_epoch_size='3', max_num_epochs='2', minibatch_size='13', num_hidden_layers='1', random_normal_initializer_stdev='0.00024362771036103367'
333.532349, 1.079464, 338.461185, 3, 4.928836, cell_dimension='25', gaussian_noise_stdev='0.0007479900301785199', l2_regularization='0.00020653704048261535', max_epoch_size='2', max_num_epochs='2', minibatch_size='15', num_hidden_layers='1', random_normal_initializer_stdev='0.0002840985096266544'
346.574887, 1.079054, 354.548351, 4, 7.973465, cell_dimension='25', gaussian_noise_stdev='0.000746566460766062', l2_regularization='0.00021569138702677126', max_epoch_size='2', max_num_epochs='2', minibatch_size='15', num_hidden_layers='2', random_normal_initializer_stdev='0.0007658128385466559'
410.680086, 1.078966, 427.859941, 5, 17.179854, cell_dimension='25', gaussian_noise_stdev='0.0007468403342115084', l2_regularization='0.00012794672196045096', max_epoch_size='2', max_num_epochs='2', minibatch_size='15', num_hidden_layers='2', random_normal_initializer_stdev='0.0007708019740397152'
479.767810, 1.078798, 502.074363, 6, 22.306553, cell_dimension='23', gaussian_noise_stdev='0.0006624712276940236', l2_regularization='0.00016486107761058043', max_epoch_size='2', max_num_epochs='2', minibatch_size='15', num_hidden_layers='2', random_normal_initializer_stdev='0.0007689579985934768'
487.429713, 1.078762, 512.601553, 7, 25.171841, cell_dimension='23', gaussian_noise_stdev='0.0007688173355032215', l2_regularization='0.0001646453415660884', max_epoch_size='2', max_num_epochs='2', minibatch_size='15', num_hidden_layers='2', random_normal_initializer_stdev='0.0007687010793594742'
491.191694, 1.078674, 517.718606, 8, 26.526911, cell_dimension='23', gaussian_noise_stdev='0.0006808021060829842', l2_regularization='0.0001656316024040289', max_epoch_size='2', max_num_epochs='2', minibatch_size='15', num_hidden_layers='2', random_normal_initializer_stdev='0.0007685315955869881'
687.099310, 1.078625, 732.509394, 9, 45.410084, cell_dimension='23', gaussian_noise_stdev='0.0006713681912995365', l2_regularization='0.00032618493265960583', max_epoch_size='2', max_num_epochs='2', minibatch_size='15', num_hidden_layers='2', random_normal_initializer_stdev='0.0007685315955869881'
